"list1_link","list1_selection1_name","list1_selection1_selection2","list1_selection1_selection2_url"
"https://www.fi.uba.ar/institucional/departamentos/computacion/asignaturas","95.21 Métodos y Modelos en la Ingeniería del Software II
(+)","(+)","http://www.fi.uba.ar/sites/default/files/9521.pdf%20style=line-height:%2020.7999992370605px;"
"https://www.fi.uba.ar/institucional/departamentos/computacion/asignaturas","95.24 Administración y Control de Proyectos Informáticos I
(+)","(+)","http://www.fi.uba.ar/sites/default/files/9524.pdf%20style=line-height:%2020.7999992370605px;"
"https://www.fi.uba.ar/institucional/departamentos/computacion/asignaturas","95.25 Inteligencia Artificial
(+)","(+)","https://cms.fi.uba.ar/uploads/9525_23b8840e9a.pdf"
"https://www.fi.uba.ar/institucional/departamentos/computacion/asignaturas","95.30 Estándares de Calidad y Modelos de Referencia
(+)","(+)","http://www.fi.uba.ar/sites/default/files/9530.pdf%20style=line-height:%2020.7999992370605px;"
"https://www.fi.uba.ar/institucional/departamentos/computacion/asignaturas","95.48 Lenguajes Formales
(+)","(+)","http://www.fi.uba.ar/sites/default/files/9548.pdf%20style=line-height:%2020.8px;"
"https://www.fi.uba.ar/institucional/departamentos/computacion/asignaturas","95.49 Lenguajes de Programación
(+)","(+)","http://www.fi.uba.ar/sites/default/files/9549.pdf%20style=line-height:%2020.8px;"
"https://www.fi.uba.ar/institucional/departamentos/computacion/asignaturas","95.57 Organización del Computador
(+)","(+)","http://www.fi.uba.ar/sites/default/files/9557.pdf%20style=line-height:%2020.7999992370605px;"
"https://www.fi.uba.ar/institucional/departamentos/computacion/asignaturas","95.58 Organización del Datos
(+)","(+)","http://www.fi.uba.ar/sites/default/files/9558.pdf%20style=line-height:%2020.7999992370605px;"
"https://www.fi.uba.ar/institucional/departamentos/computacion/asignaturas","95.59 Diseño, Operación y Gestión de Servicios Informáticos
(+)","(+)","http://www.fi.uba.ar/sites/default/files/9559.pdf%20style=line-height:%2020.7999992370605px;"
"https://www.fi.uba.ar/institucional/departamentos/computacion/asignaturas","95.60 Redes y Aplicaciones Distribuidas
(+)","(+)","http://www.fi.uba.ar/sites/default/files/9560.pdf%20style=line-height:%2020.7999992370605px;"
"https://www.fi.uba.ar/institucional/departamentos/computacion/asignaturas","95.61 Trabajo Profesional de Licenciatura en Análisis de Sistemas
(+)","(+)","http://www.fi.uba.ar/sites/default/files/9561.pdf%20style=line-height:%2020.7999992370605px;"
"https://www.fi.uba.ar/institucional/departamentos/computacion/asignaturas","95.67 Minería de Datos
(+)","(+)","http://www.fi.uba.ar/sites/default/files/9567.pdf%20style=line-height:%2020.7999992370605px;"
"https://www.fi.uba.ar/institucional/departamentos/computacion/asignaturas","95.68 Desarrollo con Nuevas Tecnologías
(+)","(+)","http://www.fi.uba.ar/sites/default/files/9568.pdf%20style=line-height:%2020.7999992370605px;"
"https://www.fi.uba.ar/institucional/departamentos/departamento-de-construcciones-y-estructuras/asignaturas","Acceder a más información sobre las materias del Departamento de Construcciones y Estructuras
(+)","(+)","https://campus.fi.uba.ar/course/index.php?categoryid=249"
"https://www.fi.uba.ar/institucional/departamentos/departamento-de-construcciones-y-estructuras/asignaturas","74.01 Hormigón I
(+)","(+)","https://cms.fi.uba.ar/uploads/7401_77d3cc74b9.pdf"
"https://www.fi.uba.ar/institucional/departamentos/departamento-de-construcciones-y-estructuras/asignaturas","74.02 Mecánica de Suelos
(+)","(+)","https://cms.fi.uba.ar/uploads/7402_946ff99aa9.pdf"
"https://www.fi.uba.ar/institucional/departamentos/departamento-de-construcciones-y-estructuras/asignaturas","74.03 Arquitectura y Planificación
(+)","(+)","https://cms.fi.uba.ar/uploads/7403_ef30aeea8e.pdf"
"https://www.fi.uba.ar/institucional/departamentos/departamento-de-construcciones-y-estructuras/asignaturas","74.04 Construcciones
(+)","(+)","https://cms.fi.uba.ar/uploads/7404_75592656ca.pdf"
"https://www.fi.uba.ar/institucional/departamentos/departamento-de-construcciones-y-estructuras/asignaturas","74.05 Hormigón II
(+)","(+)","https://cms.fi.uba.ar/uploads/7405_5e0bec7482.pdf"
"https://www.fi.uba.ar/institucional/departamentos/departamento-de-construcciones-y-estructuras/asignaturas","74.06 Tecnología del Hormigón
(+)","(+)","https://cms.fi.uba.ar/uploads/7406_fdbc85ad90.pdf"
"https://www.fi.uba.ar/institucional/departamentos/departamento-de-construcciones-y-estructuras/asignaturas","74.07 Instalaciones de Edificios
(+)","(+)","https://cms.fi.uba.ar/uploads/7407_0b49d1cc3d.pdf"
"https://www.fi.uba.ar/institucional/departamentos/departamento-de-construcciones-y-estructuras/asignaturas","74.08 Presas
(+)","(+)","https://cms.fi.uba.ar/uploads/7408_ae13213ae6.pdf"
"https://www.fi.uba.ar/institucional/departamentos/departamento-de-construcciones-y-estructuras/asignaturas","74.09 Maquinarias de la Construcción
(+)","(+)","https://cms.fi.uba.ar/uploads/7409_7b1067297a.pdf"
"https://www.fi.uba.ar/institucional/departamentos/departamento-de-construcciones-y-estructuras/asignaturas","74.10 Urbanismo
(+)","(+)","https://cms.fi.uba.ar/uploads/7410_67137f2a2f.pdf"
"https://www.fi.uba.ar/institucional/departamentos/departamento-de-construcciones-y-estructuras/asignaturas","74.11 Cimentaciones
(+)","(+)","https://cms.fi.uba.ar/uploads/7411_6acec17dc4.pdf"
"https://www.fi.uba.ar/institucional/departamentos/departamento-de-construcciones-y-estructuras/asignaturas","74.12 Estructuras Metálicas I
(+)","(+)","https://cms.fi.uba.ar/uploads/7412_4a24dad05c.pdf"
"https://www.fi.uba.ar/institucional/departamentos/departamento-de-construcciones-y-estructuras/asignaturas","74.13 Estructuras Metálicas II
(+)","(+)","https://cms.fi.uba.ar/uploads/7413_7a4e43b8a2.pdf"
"https://www.fi.uba.ar/institucional/departamentos/departamento-de-construcciones-y-estructuras/asignaturas","74.14 Tecnología del Hormigón
(+)","(+)","https://cms.fi.uba.ar/uploads/7414_4ca199f29c.pdf"
"https://www.fi.uba.ar/institucional/departamentos/departamento-de-construcciones-y-estructuras/asignaturas","74.15 Patología de la Construcción
(+)","(+)","https://cms.fi.uba.ar/uploads/7415_d6020f39bd.pdf"
"https://www.fi.uba.ar/institucional/departamentos/departamento-de-construcciones-y-estructuras/asignaturas","74.16 Estructuras de Madera
(+)","(+)","https://cms.fi.uba.ar/uploads/7416_7c54739f69.pdf"
"https://www.fi.uba.ar/institucional/departamentos/departamento-de-construcciones-y-estructuras/asignaturas","74.17 Sistemas Constructivos
(+)","(+)","https://cms.fi.uba.ar/uploads/7417_06ab93992a.pdf"
"https://www.fi.uba.ar/institucional/departamentos/departamento-de-construcciones-y-estructuras/asignaturas","74.18 Sistemas Estructurales
(+)","(+)","https://cms.fi.uba.ar/uploads/7418_c1db18a350.pdf"
"https://www.fi.uba.ar/institucional/departamentos/departamento-de-construcciones-y-estructuras/asignaturas","74.19 Diseño Estructural
(+)","(+)","https://cms.fi.uba.ar/uploads/7419_605a5aacc0.pdf"
"https://www.fi.uba.ar/institucional/departamentos/departamento-de-construcciones-y-estructuras/asignaturas","74.20 Ejecución de Estructuras de Hormigón
(+)","(+)","https://cms.fi.uba.ar/uploads/7420_5211ce667d.pdf"
"https://www.fi.uba.ar/institucional/departamentos/departamento-de-construcciones-y-estructuras/asignaturas","74.21 Inspección y Ejecución de Estructuras de Hormigón
(+)","(+)","https://cms.fi.uba.ar/uploads/7421_3cbc33b022.pdf"
"https://www.fi.uba.ar/institucional/departamentos/departamento-de-construcciones-y-estructuras/asignaturas","74.99 Trabajo Prof. de Ing. Civil
(+)","(+)","https://cms.fi.uba.ar/uploads/7499_f02e35978c.pdf"
"https://www.fi.uba.ar/institucional/departamentos/departamento-de-construcciones-y-estructuras/asignaturas","94.01 Hormigón I
(+)","(+)","https://cms.fi.uba.ar/uploads/9401_3d2b2bba5c.pdf"
"https://www.fi.uba.ar/institucional/departamentos/departamento-de-construcciones-y-estructuras/asignaturas","94.02 Arquitectura y Planificación Urbana
(+)","(+)","https://cms.fi.uba.ar/uploads/9402_92a2478425.pdf"
"https://www.fi.uba.ar/institucional/departamentos/departamento-de-construcciones-y-estructuras/asignaturas","94.03 Construcciones
(+)","(+)","https://cms.fi.uba.ar/uploads/9403_59c7b1d166.pdf"
"https://www.fi.uba.ar/institucional/departamentos/departamento-de-construcciones-y-estructuras/asignaturas","94.04 Hormigón II
(+)","(+)","https://cms.fi.uba.ar/uploads/9404_ff4fa04565.pdf"
"https://www.fi.uba.ar/institucional/departamentos/departamento-de-construcciones-y-estructuras/asignaturas","94.05 Instalaciones en Obras Civiles I
(+)","(+)","https://cms.fi.uba.ar/uploads/9405_eca62289fc.pdf"
"https://www.fi.uba.ar/institucional/departamentos/departamento-de-construcciones-y-estructuras/asignaturas","94.06 Presas
(+)","(+)","https://cms.fi.uba.ar/uploads/9406_f48fba23e8.pdf"
"https://www.fi.uba.ar/institucional/departamentos/departamento-de-construcciones-y-estructuras/asignaturas","94.07 Maquinarias de la Construcción
(+)","(+)","https://cms.fi.uba.ar/uploads/9407_4591e69c37.pdf"
"https://www.fi.uba.ar/institucional/departamentos/departamento-de-construcciones-y-estructuras/asignaturas","94.08 Urbanismo
(+)","(+)","https://cms.fi.uba.ar/uploads/9408_3b6f637375.pdf"
"https://www.fi.uba.ar/institucional/departamentos/departamento-de-construcciones-y-estructuras/asignaturas","94.09 Geotécnica Aplicada
(+)","(+)","https://cms.fi.uba.ar/uploads/9409_bc8e668689.pdf"
"https://www.fi.uba.ar/institucional/departamentos/departamento-de-construcciones-y-estructuras/asignaturas","94.10 Estructuras Metálicas I
(+)","(+)","https://cms.fi.uba.ar/uploads/9410_3b557e5af8.pdf"
"https://www.fi.uba.ar/institucional/departamentos/departamento-de-construcciones-y-estructuras/asignaturas","94.11 Estructuras Metálicas II
(+)","(+)","https://cms.fi.uba.ar/uploads/9411_d9dce80141.pdf"
"https://www.fi.uba.ar/institucional/departamentos/departamento-de-construcciones-y-estructuras/asignaturas","94.12 Tecnología del Hormigón
(+)","(+)","https://cms.fi.uba.ar/uploads/9412_6228edcb88.pdf"
"https://www.fi.uba.ar/institucional/departamentos/departamento-de-construcciones-y-estructuras/asignaturas","94.13 Patología de la Construcción
(+)","(+)","https://cms.fi.uba.ar/uploads/9413_bdd5a3dd3f.pdf"
"https://www.fi.uba.ar/institucional/departamentos/departamento-de-construcciones-y-estructuras/asignaturas","94.14 Estructuras de Madera
(+)","(+)","https://cms.fi.uba.ar/uploads/9414_bc2dbfce36.pdf"
"https://www.fi.uba.ar/institucional/departamentos/departamento-de-construcciones-y-estructuras/asignaturas","94.15 Sistemas Constructivos
(+)","(+)","https://cms.fi.uba.ar/uploads/9415_a7c247dfcd.pdf"
"https://www.fi.uba.ar/institucional/departamentos/departamento-de-construcciones-y-estructuras/asignaturas","94.16 Sistemas Estructurales
(+)","(+)","https://cms.fi.uba.ar/uploads/9416_2ba1548267.pdf"
"https://www.fi.uba.ar/institucional/departamentos/departamento-de-construcciones-y-estructuras/asignaturas","94.17 Diseño Estructural
(+)","(+)","https://cms.fi.uba.ar/uploads/9417_3d67ccb69d.pdf"
"https://www.fi.uba.ar/institucional/departamentos/departamento-de-construcciones-y-estructuras/asignaturas","94.18 Inspección y Ejecución de Estructuras de Hormigón
(+)","(+)","https://cms.fi.uba.ar/uploads/9418_b88c263e48.pdf"
"https://www.fi.uba.ar/institucional/departamentos/departamento-de-construcciones-y-estructuras/asignaturas","94.19 Materiales No Tradicionales en la Construcción
(+)","(+)","https://cms.fi.uba.ar/uploads/9419_ac52ec3a10.pdf"
"https://www.fi.uba.ar/institucional/departamentos/departamento-de-construcciones-y-estructuras/asignaturas","94.20 Instalaciones en Obras Civiles II
(+)","(+)","https://cms.fi.uba.ar/uploads/9420_faf5cb9c50.pdf"
"https://www.fi.uba.ar/institucional/departamentos/electronica/asignaturas","66.00 Tesis de Ingeniería Electrónica
(+)","(+)","https://cms.fi.uba.ar/uploads/6600_1fd863202f.pdf"
"https://www.fi.uba.ar/institucional/departamentos/electronica/asignaturas","66.01 Técnica Digital
(+)","(+)","https://cms.fi.uba.ar/uploads/6601_ffcd6416f5.pdf"
"https://www.fi.uba.ar/institucional/departamentos/electronica/asignaturas","66.02 Laboratorio
(+)","(+)","https://cms.fi.uba.ar/uploads/6602_74f26d925c.pdf"
"https://www.fi.uba.ar/institucional/departamentos/electronica/asignaturas","66.03 Electrónica General
(+)","(+)","https://cms.fi.uba.ar/uploads/6603_79dd2490e8.pdf"
"https://www.fi.uba.ar/institucional/departamentos/electronica/asignaturas","66.04 Electrónica I
(+)","(+)","https://cms.fi.uba.ar/uploads/6604_c7f2549e14.pdf"
"https://www.fi.uba.ar/institucional/departamentos/electronica/asignaturas","66.05 Electrónica II
(+)","(+)","https://cms.fi.uba.ar/uploads/6605_e766146f3c.pdf"
"https://www.fi.uba.ar/institucional/departamentos/electronica/asignaturas","66.06 Análisis de Circuitos
(+)","(+)","https://cms.fi.uba.ar/uploads/6606_f2040fa1af.pdf"
"https://www.fi.uba.ar/institucional/departamentos/electronica/asignaturas","66.07 Señales y Sistemas
(+)","(+)","https://cms.fi.uba.ar/uploads/6607_0_a264d0d585.pdf"
"https://www.fi.uba.ar/institucional/departamentos/electronica/asignaturas","66.08 Circuitos Electrónicos I
(+)","(+)","https://cms.fi.uba.ar/uploads/6608_a110098a05.pdf"
"https://www.fi.uba.ar/institucional/departamentos/electronica/asignaturas","66.09 Laboratorio de Microcomputadoras
(+)","(+)","https://cms.fi.uba.ar/uploads/6609_3048798e61.pdf"
"https://www.fi.uba.ar/institucional/departamentos/electronica/asignaturas","66.10 Circuitos Electrónicos II
(+)","(+)","https://cms.fi.uba.ar/uploads/6610_152821f1c5.pdf"
"https://www.fi.uba.ar/institucional/departamentos/electronica/asignaturas","66.11 Ejer. Prof. de la Ing. Electrónica
(+)","(+)","https://cms.fi.uba.ar/uploads/6611_db3dff8ba8.pdf"
"https://www.fi.uba.ar/institucional/departamentos/electronica/asignaturas","66.12 Introducción a Proyectos
(+)","(+)","https://cms.fi.uba.ar/uploads/6612_7278921170.pdf"
"https://www.fi.uba.ar/institucional/departamentos/electronica/asignaturas","66.14 Electrónica I
(+)","(+)","https://cms.fi.uba.ar/uploads/6614_58b3fbcccf.pdf"
"https://www.fi.uba.ar/institucional/departamentos/electronica/asignaturas","66.15 Procesos Estocásticos
(+)","(+)","https://cms.fi.uba.ar/uploads/6615_2da8012d13.pdf"
"https://www.fi.uba.ar/institucional/departamentos/electronica/asignaturas","66.16 Estructura de Datos
(+)","(+)","https://cms.fi.uba.ar/uploads/6616_e839311217.pdf"
"https://www.fi.uba.ar/institucional/departamentos/electronica/asignaturas","66.17 Sistemas Digitales
(+)","(+)","https://cms.fi.uba.ar/uploads/6617_5d05103218.pdf"
"https://www.fi.uba.ar/institucional/departamentos/electronica/asignaturas","66.18 Teoría de Control I
(+)","(+)","https://cms.fi.uba.ar/uploads/6618_e46cac50fb.pdf"
"https://www.fi.uba.ar/institucional/departamentos/electronica/asignaturas","66.19 Circuitos de Pulsos
(+)","(+)","https://cms.fi.uba.ar/uploads/6619_47a2ef9430.pdf"
"https://www.fi.uba.ar/institucional/departamentos/electronica/asignaturas","66.20 Organiz. de Computadoras
(+)","(+)","https://cms.fi.uba.ar/uploads/6620_f95e97993a.pdf"
"https://www.fi.uba.ar/institucional/departamentos/electronica/asignaturas","66.21 Comunicación de Datos
(+)","(+)","https://cms.fi.uba.ar/uploads/6621_68359edabf.pdf"
"https://www.fi.uba.ar/institucional/departamentos/electronica/asignaturas","66.22 Laboratorio de Comunicaciones I
(+)","(+)","https://cms.fi.uba.ar/uploads/6622_729fd24c23.pdf"
"https://www.fi.uba.ar/institucional/departamentos/electronica/asignaturas","66.23 Teoría de las Telecomunicaciones
(+)","(+)","https://cms.fi.uba.ar/uploads/6623_383304a012.pdf"
"https://www.fi.uba.ar/institucional/departamentos/electronica/asignaturas","66.24 Teoría de la Inf. y Codificac.
(+)","(+)","https://cms.fi.uba.ar/uploads/6624_6eaf8c500d.pdf"
"https://www.fi.uba.ar/institucional/departamentos/electronica/asignaturas","66.25 Dispositivos Semiconductores
(+)","(+)","https://cms.fi.uba.ar/uploads/6625_fc8c60b2c4.pdf"
"https://www.fi.uba.ar/institucional/departamentos/electronica/asignaturas","66.26 Arquitecturas Paralelas
(+)","(+)","https://cms.fi.uba.ar/uploads/6626_4e753dace4.pdf"
"https://www.fi.uba.ar/institucional/departamentos/electronica/asignaturas","66.27 Electrónica de Potencia
(+)","(+)","https://cms.fi.uba.ar/uploads/6627_e0ebaee6f0.pdf"
"https://www.fi.uba.ar/institucional/departamentos/electronica/asignaturas","66.28 Teoría de Control II
(+)","(+)","https://cms.fi.uba.ar/uploads/6628_15cbb2b628.pdf"
"https://www.fi.uba.ar/institucional/departamentos/electronica/asignaturas","66.29 Control Indust. Distribuido
(+)","(+)","https://cms.fi.uba.ar/uploads/6629_4efda29282.pdf"
"https://www.fi.uba.ar/institucional/departamentos/electronica/asignaturas","66.30 Control No Lineal
(+)","(+)","https://cms.fi.uba.ar/uploads/6630_8e97cd9b2c.pdf"
"https://www.fi.uba.ar/institucional/departamentos/electronica/asignaturas","66.31 Identif. y Control Adaptativo
(+)","(+)","https://cms.fi.uba.ar/uploads/6631_fde864f5d5.pdf"
"https://www.fi.uba.ar/institucional/departamentos/electronica/asignaturas","66.32 Robótica
(+)","(+)","https://cms.fi.uba.ar/uploads/6632_7de8c55529.pdf"
"https://www.fi.uba.ar/institucional/departamentos/electronica/asignaturas","66.33 Laborat. de Sistemas Digitales
(+)","(+)","https://cms.fi.uba.ar/uploads/6633_ddee2104e6.pdf"
"https://www.fi.uba.ar/institucional/departamentos/electronica/asignaturas","66.34 Comunicaciones Digitales I
(+)","(+)","https://cms.fi.uba.ar/uploads/6634_f2c4bbcdd1.pdf"
"https://www.fi.uba.ar/institucional/departamentos/electronica/asignaturas","66.35 Técnica Digital Avanzada
(+)","(+)","https://cms.fi.uba.ar/uploads/6635_27111f90cc.pdf"
"https://www.fi.uba.ar/institucional/departamentos/electronica/asignaturas","66.36 Electroacústica
(+)","(+)","https://cms.fi.uba.ar/uploads/6636_3e8c906798.pdf"
"https://www.fi.uba.ar/institucional/departamentos/electronica/asignaturas","66.37 Laboratorio de Comunicaciones II
(+)","(+)","https://cms.fi.uba.ar/uploads/6637_e10e3951c5.pdf"
"https://www.fi.uba.ar/institucional/departamentos/electronica/asignaturas","66.38 Procesamiento de Señales I
(+)","(+)","https://cms.fi.uba.ar/uploads/6638_81a04a4489.pdf"
"https://www.fi.uba.ar/institucional/departamentos/electronica/asignaturas","66.39 Procesamiento de Señales II
(+)","(+)","https://cms.fi.uba.ar/uploads/6639_2b157dfed9.pdf"
"https://www.fi.uba.ar/institucional/departamentos/electronica/asignaturas","66.40 Sistemas de Microondas
(+)","(+)","https://cms.fi.uba.ar/uploads/6640_c7166286d9.pdf"
"https://www.fi.uba.ar/institucional/departamentos/electronica/asignaturas","66.41 Televisión
(+)","(+)","https://cms.fi.uba.ar/uploads/6641_6835bf678c.pdf"
"https://www.fi.uba.ar/institucional/departamentos/electronica/asignaturas","66.42 Comunicac. Digitales II
(+)","(+)","https://cms.fi.uba.ar/uploads/6642_35badfb629.pdf"
"https://www.fi.uba.ar/institucional/departamentos/electronica/asignaturas","66.43 Ing. Biomédica
(+)","(+)","https://cms.fi.uba.ar/uploads/6643_4450ea5b9e.pdf"
"https://www.fi.uba.ar/institucional/departamentos/electronica/asignaturas","66.44 Instrumentos Electrónicos
(+)","(+)","https://cms.fi.uba.ar/uploads/6644_7de6e50262.pdf"
"https://www.fi.uba.ar/institucional/departamentos/electronica/asignaturas","66.45 Laboratorio de Mediciones
(+)","(+)","https://cms.fi.uba.ar/uploads/6645_67459a2062.pdf"
"https://www.fi.uba.ar/institucional/departamentos/electronica/asignaturas","66.46 Procesamiento del Habla
(+)","(+)","https://cms.fi.uba.ar/uploads/6646_cace833eea.pdf"
"https://www.fi.uba.ar/institucional/departamentos/electronica/asignaturas","66.47 Procesam. de Imágenes
(+)","(+)","https://cms.fi.uba.ar/uploads/6647_9142786c5b.pdf"
"https://www.fi.uba.ar/institucional/departamentos/electronica/asignaturas","66.48 Seminario de Electrónica_ Alvarez Hamelin
(+)","(+)","https://cms.fi.uba.ar/uploads/6648_8ce2fd23b8.pdf"
"https://www.fi.uba.ar/institucional/departamentos/electronica/asignaturas","66.48- 163 Seminario de Electrónica_ Beunza
(+)","(+)","https://cms.fi.uba.ar/uploads/6648_163_523e8c5a10.pdf"
"https://www.fi.uba.ar/institucional/departamentos/electronica/asignaturas","66.48- 475 Seminario de Electrónica_ Sinnewald
(+)","(+)","https://cms.fi.uba.ar/uploads/6648_475_5e39dc3987.pdf"
"https://www.fi.uba.ar/institucional/departamentos/electronica/asignaturas","66.48- 476 Seminario de Electrónica_ Hirchoren
(+)","(+)","https://cms.fi.uba.ar/uploads/6648_476_fdf29db410.pdf"
"https://www.fi.uba.ar/institucional/departamentos/electronica/asignaturas","66.48- 506 Seminario de Electrónica_ Venturino
(+)","(+)","https://cms.fi.uba.ar/uploads/6648_506_95f7166888.pdf"
"https://www.fi.uba.ar/institucional/departamentos/electronica/asignaturas","66.48- 507 Seminario de Electrónica_ Utard
(+)","(+)","https://cms.fi.uba.ar/uploads/6648_507_3ea43860bb.pdf"
"https://www.fi.uba.ar/institucional/departamentos/electronica/asignaturas","66.48- 508 Seminario de Electrónica_ Dams
(+)","(+)","https://cms.fi.uba.ar/uploads/6648_508_0a5b8d51b8.pdf"
"https://www.fi.uba.ar/institucional/departamentos/electronica/asignaturas","66.48- 509 Seminario de Electrónica_ Pagola
(+)","(+)","https://cms.fi.uba.ar/uploads/6648_509_f80216c2be.pdf"
"https://www.fi.uba.ar/institucional/departamentos/electronica/asignaturas","66.48- 510 Seminario de Electrónica_ Galarza
(+)","(+)","https://cms.fi.uba.ar/uploads/6648_510_c47b5167ba.pdf"
"https://www.fi.uba.ar/institucional/departamentos/electronica/asignaturas","66.48- 511 Seminario de Electrónica_ Ghersin
(+)","(+)","https://cms.fi.uba.ar/uploads/6648_511_b7db677371.pdf"
"https://www.fi.uba.ar/institucional/departamentos/electronica/asignaturas","66.48- 512 Seminario de Electrónica_ Tacca
(+)","(+)","https://cms.fi.uba.ar/uploads/6648_512_3be4d475ff.pdf"
"https://www.fi.uba.ar/institucional/departamentos/electronica/asignaturas","66.48- 513 Seminario de Electrónica_ Fernandez
(+)","(+)","https://cms.fi.uba.ar/uploads/6648_513_0f20fc7425.pdf"
"https://www.fi.uba.ar/institucional/departamentos/electronica/asignaturas","66.48- 520 Seminario de Electrónica_ Venturino
(+)","(+)","https://cms.fi.uba.ar/uploads/6648_520_0a5f244dd2.pdf"
"https://www.fi.uba.ar/institucional/departamentos/electronica/asignaturas","66.48- 522 Seminario de Electrónica_ Cuervo Diaz
(+)","(+)","https://cms.fi.uba.ar/uploads/6648_522_62c9dfb3b1.pdf"
"https://www.fi.uba.ar/institucional/departamentos/electronica/asignaturas","66.48- 527 Seminario de Electrónica_ Tacca
(+)","(+)","https://cms.fi.uba.ar/uploads/6648_527_8de0777141.pdf"
"https://www.fi.uba.ar/institucional/departamentos/electronica/asignaturas","66.48- 529 Seminario de Electrónica_ España
(+)","(+)","https://cms.fi.uba.ar/uploads/6648_529_8fbcacc7dd.pdf"
"https://www.fi.uba.ar/institucional/departamentos/electronica/asignaturas","66.48- 531 Seminario de Electrónica_ Alberto
(+)","(+)","https://cms.fi.uba.ar/uploads/6648_531_961e03ad4c.pdf"
"https://www.fi.uba.ar/institucional/departamentos/electronica/asignaturas","66.48- 534 Seminario de Electrónica_ De La Plaza
(+)","(+)","https://cms.fi.uba.ar/uploads/6648_534_3a6da437ef.pdf"
"https://www.fi.uba.ar/institucional/departamentos/electronica/asignaturas","66.48- 549 Seminario de Electrónica_ Lipovetzky
(+)","(+)","https://cms.fi.uba.ar/uploads/6648_549_e21c7f4c58.pdf"
"https://www.fi.uba.ar/institucional/departamentos/electronica/asignaturas","66.48- 551 Seminario de Electrónica_ Sellerio
(+)","(+)","https://cms.fi.uba.ar/uploads/6648_551_ab93784ecc.pdf"
"https://www.fi.uba.ar/institucional/departamentos/electronica/asignaturas","66.48- 646 Seminario de Electrónica_ Lutenberg
(+)","(+)","https://cms.fi.uba.ar/uploads/6648_646_3dc86e5b51.pdf"
"https://www.fi.uba.ar/institucional/departamentos/electronica/asignaturas","66.48- 648 Seminario de Electrónica_ Galarza
(+)","(+)","https://cms.fi.uba.ar/uploads/6648_648_06b603a56f.pdf"
"https://www.fi.uba.ar/institucional/departamentos/electronica/asignaturas","66.48- 1032 Seminario de Electrónica
(+)","(+)","https://cms.fi.uba.ar/uploads/6648_1032_56221d642f.pdf"
"https://www.fi.uba.ar/institucional/departamentos/electronica/asignaturas","66.48- 1034 Seminario de Electrónica_ Armentano Feijoo
(+)","(+)","https://cms.fi.uba.ar/uploads/6648_1034_0672c487cc.pdf"
"https://www.fi.uba.ar/institucional/departamentos/electronica/asignaturas","66.49 Sistemas Biológicos
(+)","(+)","https://cms.fi.uba.ar/uploads/6649_f47425d9bc.pdf"
"https://www.fi.uba.ar/institucional/departamentos/electronica/asignaturas","66.50 Tecnol. de Componentes
(+)","(+)","https://cms.fi.uba.ar/uploads/6650_6c6dd3bd2f.pdf"
"https://www.fi.uba.ar/institucional/departamentos/electronica/asignaturas","66.51 Teoría Detección y Estimación
(+)","(+)","https://cms.fi.uba.ar/uploads/6651_ae79c29cc2.pdf"
"https://www.fi.uba.ar/institucional/departamentos/electronica/asignaturas","66.52 Laboratorio de Comunicaciones III
(+)","(+)","https://cms.fi.uba.ar/uploads/6652_29c2589025.pdf"
"https://www.fi.uba.ar/institucional/departamentos/electronica/asignaturas","66.53 Instr. y Control de Procesos
(+)","(+)","https://cms.fi.uba.ar/uploads/6653_a5fd69b265.pdf"
"https://www.fi.uba.ar/institucional/departamentos/electronica/asignaturas","66.54 Antenas
(+)","(+)","https://cms.fi.uba.ar/uploads/6654_095f84ae8b.pdf"
"https://www.fi.uba.ar/institucional/departamentos/electronica/asignaturas","66.55 Simulación de Sist. de Control
(+)","(+)","https://cms.fi.uba.ar/uploads/6655_bae07be8bc.pdf"
"https://www.fi.uba.ar/institucional/departamentos/electronica/asignaturas","66.56 Control Optimo
(+)","(+)","https://cms.fi.uba.ar/uploads/6656_37e9caa390.pdf"
"https://www.fi.uba.ar/institucional/departamentos/electronica/asignaturas","66.57 Optoelectrónica
(+)","(+)","https://cms.fi.uba.ar/uploads/6657_2ad3685490.pdf"
"https://www.fi.uba.ar/institucional/departamentos/electronica/asignaturas","66.58 Transmisión y Recepción de Comunicaciones
(+)","(+)","https://cms.fi.uba.ar/uploads/6658_a2c5093243.pdf"
"https://www.fi.uba.ar/institucional/departamentos/electronica/asignaturas","66.59 Sistemas de Comunicación
(+)","(+)","https://cms.fi.uba.ar/uploads/6659_00a7800070.pdf"
"https://www.fi.uba.ar/institucional/departamentos/electronica/asignaturas","66.60 Diseño y Análisis de Vlsi
(+)","(+)","https://cms.fi.uba.ar/uploads/6660_b952edd5cb.pdf"
"https://www.fi.uba.ar/institucional/departamentos/electronica/asignaturas","66.61 Tecnología de Circuitos Integrados
(+)","(+)","https://cms.fi.uba.ar/uploads/6661_41c0cc1fd4.pdf"
"https://www.fi.uba.ar/institucional/departamentos/electronica/asignaturas","66.62 Redes de Computadoras
(+)","(+)","https://cms.fi.uba.ar/uploads/6662_14847b5d0d.pdf"
"https://www.fi.uba.ar/institucional/departamentos/electronica/asignaturas","66.63 Redes Neuronales
(+)","(+)","https://cms.fi.uba.ar/uploads/6663_dc2bc8b448.pdf"
